,Guage 1 (hPa),Gauge 2 (hPa)
2021-12-11 5:40:34,2.12e-9,1.44e-9
2021-12-11 5:41:35,2.15e-9,1.46e-9
2021-12-11 5:42:35,2.12e-9,1.47e-9
2021-12-11 5:43:36,2.12e-9,1.47e-9
2021-12-11 5:44:37,2.13e-9,1.46e-9
2021-12-11 5:45:37,2.13e-9,1.45e-9
2021-12-11 5:46:38,2.13e-9,1.44e-9
2021-12-11 5:47:39,2.11e-9,1.44e-9
2021-12-11 5:48:39,2.12e-9,1.44e-9
2021-12-11 5:49:40,2.12e-9,1.44e-9
2021-12-11 5:50:41,2.12e-9,1.45e-9
2021-12-11 5:51:41,2.12e-9,1.45e-9
2021-12-11 5:52:42,2.12e-9,1.46e-9
2021-12-11 5:53:42,2.1e-9,1.44e-9
2021-12-11 5:54:43,2.1e-9,1.44e-9
2021-12-11 5:55:44,2.1e-9,1.44e-9
2021-12-11 5:56:44,2.1e-9,1.44e-9
2021-12-11 5:57:45,2.11e-9,1.43e-9
2021-12-11 5:58:46,2.1e-9,1.45e-9
2021-12-11 5:59:47,2.1e-9,1.44e-9
2021-12-11 6:00:47,2.08e-9,1.43e-9
2021-12-11 6:01:48,2.08e-9,1.44e-9
2021-12-11 6:02:48,2.11e-9,1.42e-9
2021-12-11 6:03:49,2.09e-9,1.44e-9
2021-12-11 6:04:50,2.09e-9,1.45e-9
2021-12-11 6:05:50,2.08e-9,1.43e-9
2021-12-11 6:06:51,2.1e-9,1.43e-9
2021-12-11 6:07:51,2.07e-9,1.44e-9
2021-12-11 6:08:52,2.09e-9,1.43e-9
2021-12-11 6:09:53,2.09e-9,1.43e-9
2021-12-11 6:10:53,2.08e-9,1.44e-9
2021-12-11 6:11:54,2.09e-9,1.42e-9
2021-12-11 6:12:54,2.09e-9,1.43e-9
2021-12-11 6:13:55,2.07e-9,1.43e-9
2021-12-11 6:14:56,2.08e-9,1.42e-9
2021-12-11 6:15:56,2.06e-9,1.41e-9
2021-12-11 6:16:57,2.06e-9,1.41e-9
2021-12-11 6:17:57,2.07e-9,1.41e-9
2021-12-11 6:18:58,2.09e-9,1.42e-9
2021-12-11 6:19:59,2.07e-9,1.4e-9
2021-12-11 6:20:59,2.08e-9,1.41e-9
2021-12-11 6:22:00,2.05e-9,1.42e-9
2021-12-11 6:23:01,2.06e-9,1.41e-9
2021-12-11 6:24:01,2.07e-9,1.42e-9
2021-12-11 6:25:02,2.05e-9,1.44e-9
2021-12-11 6:26:03,2.07e-9,1.43e-9
2021-12-11 6:27:03,2.07e-9,1.41e-9
2021-12-11 6:28:04,2.07e-9,1.41e-9
2021-12-11 6:29:04,2.05e-9,1.41e-9
2021-12-11 6:30:05,2.07e-9,1.42e-9
2021-12-11 6:31:06,2.07e-9,1.42e-9
2021-12-11 6:32:06,2.04e-9,1.42e-9
2021-12-11 6:33:07,2.07e-9,1.41e-9
2021-12-11 6:34:07,2.07e-9,1.42e-9
2021-12-11 6:35:08,2.07e-9,1.41e-9
2021-12-11 6:36:09,2.07e-9,1.41e-9
2021-12-11 6:37:09,2.05e-9,1.4e-9
2021-12-11 6:38:10,2.05e-9,1.4e-9
2021-12-11 6:39:11,2.05e-9,1.4e-9
2021-12-11 6:40:11,2.06e-9,1.42e-9
2021-12-11 6:41:12,2.05e-9,1.4e-9
2021-12-11 6:42:12,2.05e-9,1.38e-9
2021-12-11 6:43:13,2.03e-9,1.39e-9
2021-12-11 6:44:14,2.04e-9,1.4e-9
2021-12-11 6:45:14,2.04e-9,1.41e-9
2021-12-11 6:46:15,2.04e-9,1.39e-9
2021-12-11 6:47:16,2.05e-9,1.41e-9
2021-12-11 6:48:16,2.05e-9,1.39e-9
2021-12-11 6:49:17,2.05e-9,1.4e-9
2021-12-11 6:50:18,2.04e-9,1.4e-9
2021-12-11 6:51:18,2.03e-9,1.39e-9
2021-12-11 6:52:19,2.03e-9,1.39e-9
2021-12-11 6:53:19,2.04e-9,1.4e-9
2021-12-11 6:54:20,2.03e-9,1.41e-9
2021-12-11 6:55:21,2.04e-9,1.4e-9
2021-12-11 6:56:21,2.03e-9,1.39e-9
2021-12-11 6:57:22,2.01e-9,1.39e-9
2021-12-11 6:58:23,2.03e-9,1.39e-9
2021-12-11 6:59:23,2.02e-9,1.39e-9
2021-12-11 7:00:24,2.03e-9,1.41e-9
2021-12-11 7:01:25,2.02e-9,1.4e-9
2021-12-11 7:02:25,2.03e-9,1.4e-9
2021-12-11 7:03:26,2.03e-9,1.4e-9
2021-12-11 7:04:27,2.04e-9,1.4e-9
2021-12-11 7:05:27,2.03e-9,1.39e-9
2021-12-11 7:06:28,2.02e-9,1.39e-9
2021-12-11 7:07:28,2.03e-9,1.4e-9
2021-12-11 7:08:29,2.02e-9,1.38e-9
2021-12-11 7:09:29,2.01e-9,1.39e-9
2021-12-11 7:10:30,2.02e-9,1.38e-9
2021-12-11 7:11:31,2.02e-9,1.38e-9
2021-12-11 7:12:31,2.01e-9,1.39e-9
2021-12-11 7:13:32,2.02e-9,1.39e-9
2021-12-11 7:14:33,2.01e-9,1.39e-9
2021-12-11 7:15:33,2.01e-9,1.39e-9
2021-12-11 7:16:34,2.03e-9,1.38e-9
2021-12-11 7:17:34,2.02e-9,1.37e-9
2021-12-11 7:18:35,1.99e-9,1.38e-9
2021-12-11 7:19:36,2.0e-9,1.39e-9
2021-12-11 7:20:36,2.0e-9,1.4e-9
2021-12-11 7:21:37,2.0e-9,1.38e-9
2021-12-11 7:22:37,2.0e-9,1.37e-9
2021-12-11 7:23:38,2.0e-9,1.38e-9
2021-12-11 7:24:39,2.01e-9,1.38e-9
2021-12-11 7:25:39,2.0e-9,1.37e-9
2021-12-11 7:26:40,2.01e-9,1.38e-9
2021-12-11 7:27:40,2.01e-9,1.38e-9
2021-12-11 7:28:41,2.02e-9,1.37e-9
2021-12-11 7:29:42,2.01e-9,1.39e-9
2021-12-11 7:30:42,2.02e-9,1.38e-9
2021-12-11 7:31:43,2.01e-9,1.39e-9
2021-12-11 7:32:43,2.0e-9,1.36e-9
2021-12-11 7:33:44,1.98e-9,1.37e-9
2021-12-11 7:34:44,2.01e-9,1.37e-9
2021-12-11 7:35:45,1.99e-9,1.37e-9
2021-12-11 7:36:46,2.0e-9,1.37e-9
2021-12-11 7:37:46,2.01e-9,1.37e-9
2021-12-11 7:38:47,2.0e-9,1.37e-9
2021-12-11 7:39:47,2.0e-9,1.38e-9
2021-12-11 7:40:48,2.02e-9,1.38e-9
2021-12-11 7:41:49,1.98e-9,1.37e-9
2021-12-11 7:42:49,1.99e-9,1.38e-9
2021-12-11 7:43:50,1.99e-9,1.38e-9
2021-12-11 7:44:50,1.99e-9,1.37e-9
2021-12-11 7:45:51,2.0e-9,1.37e-9
2021-12-11 7:46:52,2.0e-9,1.37e-9
2021-12-11 7:47:52,1.99e-9,1.37e-9
2021-12-11 7:48:53,1.98e-9,1.38e-9
2021-12-11 7:49:54,1.98e-9,1.38e-9
2021-12-11 7:50:54,1.99e-9,1.37e-9
2021-12-11 7:51:55,2.0e-9,1.38e-9
2021-12-11 7:52:56,1.97e-9,1.37e-9
2021-12-11 7:53:56,1.98e-9,1.37e-9
2021-12-11 7:54:57,1.99e-9,1.37e-9
2021-12-11 7:55:57,1.98e-9,1.37e-9
2021-12-11 7:56:58,1.96e-9,1.37e-9
2021-12-11 7:57:59,1.99e-9,1.36e-9
2021-12-11 7:58:59,1.99e-9,1.36e-9
2021-12-11 8:00:00,1.99e-9,1.35e-9
2021-12-11 8:01:00,1.97e-9,1.36e-9
2021-12-11 8:02:01,1.98e-9,1.35e-9
2021-12-11 8:03:02,1.97e-9,1.37e-9
2021-12-11 8:04:02,1.98e-9,1.36e-9
2021-12-11 8:05:03,1.97e-9,1.36e-9
2021-12-11 8:06:03,1.96e-9,1.35e-9
2021-12-11 8:07:04,1.97e-9,1.36e-9
2021-12-11 8:08:05,1.97e-9,1.36e-9
2021-12-11 8:09:05,1.98e-9,1.34e-9
2021-12-11 8:10:06,1.94e-9,1.35e-9
2021-12-11 8:11:07,1.95e-9,1.36e-9
2021-12-11 8:12:07,1.97e-9,1.36e-9
2021-12-11 8:13:08,1.96e-9,1.37e-9
2021-12-11 8:14:08,1.95e-9,1.36e-9
2021-12-11 8:15:09,1.97e-9,1.34e-9
2021-12-11 8:16:10,1.97e-9,1.36e-9
2021-12-11 8:17:10,1.94e-9,1.35e-9
2021-12-11 8:18:11,1.94e-9,1.35e-9
2021-12-11 8:19:11,1.96e-9,1.36e-9
2021-12-11 8:20:12,1.95e-9,1.35e-9
2021-12-11 8:21:13,1.94e-9,1.35e-9
2021-12-11 8:22:13,1.95e-9,1.34e-9
2021-12-11 8:23:14,1.94e-9,1.34e-9
2021-12-11 8:24:15,1.93e-9,1.33e-9
2021-12-11 8:25:15,1.94e-9,1.33e-9
2021-12-11 8:26:16,1.93e-9,1.34e-9
2021-12-11 8:27:16,1.92e-9,1.36e-9
2021-12-11 8:28:17,1.95e-9,1.35e-9
2021-12-11 8:29:18,1.92e-9,1.35e-9
2021-12-11 8:30:18,1.96e-9,1.34e-9
2021-12-11 8:31:19,1.93e-9,1.34e-9
2021-12-11 8:32:20,1.94e-9,1.34e-9
2021-12-11 8:33:20,1.92e-9,1.34e-9
2021-12-11 8:34:21,1.94e-9,1.33e-9
2021-12-11 8:35:21,1.94e-9,1.33e-9
2021-12-11 8:36:22,1.93e-9,1.33e-9
2021-12-11 8:37:23,1.92e-9,1.34e-9
2021-12-11 8:38:23,1.91e-9,1.34e-9
2021-12-11 8:39:24,1.95e-9,1.33e-9
2021-12-11 8:40:24,1.93e-9,1.34e-9
2021-12-11 8:41:25,1.91e-9,1.33e-9
2021-12-11 8:42:26,1.94e-9,1.33e-9
2021-12-11 8:43:26,1.94e-9,1.33e-9
2021-12-11 8:44:27,1.93e-9,1.32e-9
2021-12-11 8:45:27,1.94e-9,1.33e-9
2021-12-11 8:46:28,1.92e-9,1.33e-9
2021-12-11 8:47:29,1.92e-9,1.33e-9
2021-12-11 8:48:29,1.91e-9,1.33e-9
2021-12-11 8:49:30,1.92e-9,1.33e-9
2021-12-11 8:50:30,1.92e-9,1.34e-9
2021-12-11 8:51:31,1.9e-9,1.34e-9
2021-12-11 8:52:32,1.93e-9,1.33e-9
2021-12-11 8:53:32,1.92e-9,1.31e-9
2021-12-11 8:54:33,1.9e-9,1.32e-9
2021-12-11 8:55:34,1.91e-9,1.31e-9
2021-12-11 8:56:34,1.9e-9,1.31e-9
2021-12-11 8:57:35,1.91e-9,1.32e-9
2021-12-11 8:58:35,1.89e-9,1.31e-9
2021-12-11 8:59:36,1.91e-9,1.33e-9
2021-12-11 9:00:37,1.91e-9,1.32e-9
2021-12-11 9:01:37,1.9e-9,1.3e-9
2021-12-11 9:02:38,1.89e-9,1.32e-9
2021-12-11 9:03:38,1.91e-9,1.32e-9
2021-12-11 9:04:39,1.89e-9,1.32e-9
2021-12-11 9:05:40,1.88e-9,1.32e-9
2021-12-11 9:06:40,1.91e-9,1.32e-9
2021-12-11 9:07:41,1.9e-9,1.32e-9
2021-12-11 9:08:42,1.89e-9,1.32e-9
2021-12-11 9:09:42,1.9e-9,1.32e-9
2021-12-11 9:10:43,1.9e-9,1.33e-9
2021-12-11 9:11:43,1.89e-9,1.32e-9
2021-12-11 9:12:44,1.89e-9,1.31e-9
2021-12-11 9:13:44,1.9e-9,1.31e-9
2021-12-11 9:14:45,1.89e-9,1.32e-9
2021-12-11 9:15:46,1.89e-9,1.31e-9
2021-12-11 9:16:46,1.89e-9,1.31e-9
2021-12-11 9:17:47,1.88e-9,1.3e-9
2021-12-11 9:18:48,1.89e-9,1.31e-9
2021-12-11 9:19:48,1.88e-9,1.31e-9
2021-12-11 9:20:49,1.89e-9,1.31e-9
2021-12-11 9:21:49,1.89e-9,1.31e-9
2021-12-11 9:22:50,1.89e-9,1.32e-9
2021-12-11 9:23:51,1.89e-9,1.31e-9
2021-12-11 9:24:51,1.88e-9,1.3e-9
2021-12-11 9:25:52,1.87e-9,1.3e-9
2021-12-11 9:26:52,1.88e-9,1.31e-9
2021-12-11 9:27:53,1.88e-9,1.32e-9
2021-12-11 9:28:54,1.87e-9,1.29e-9
2021-12-11 9:29:54,1.88e-9,1.3e-9
2021-12-11 9:30:55,1.87e-9,1.31e-9
2021-12-11 9:31:55,1.88e-9,1.31e-9
2021-12-11 9:32:56,1.86e-9,1.29e-9
2021-12-11 9:33:57,1.86e-9,1.3e-9
2021-12-11 9:34:57,1.87e-9,1.3e-9
2021-12-11 9:35:58,1.86e-9,1.3e-9
2021-12-11 9:36:58,1.87e-9,1.29e-9
2021-12-11 9:37:59,1.87e-9,1.3e-9
2021-12-11 9:39:00,1.87e-9,1.29e-9
2021-12-11 9:40:00,1.87e-9,1.29e-9
2021-12-11 9:41:01,1.86e-9,1.3e-9
2021-12-11 9:42:02,1.86e-9,1.29e-9
2021-12-11 9:43:02,1.86e-9,1.29e-9
2021-12-11 9:44:03,1.87e-9,1.29e-9
2021-12-11 9:45:03,1.87e-9,1.29e-9
2021-12-11 9:46:04,1.87e-9,1.3e-9
2021-12-11 9:47:05,1.85e-9,1.3e-9
2021-12-11 9:48:05,1.87e-9,1.3e-9
2021-12-11 9:49:06,1.87e-9,1.29e-9
2021-12-11 9:50:06,1.86e-9,1.3e-9
2021-12-11 9:53:08,1.85e-9,1.29e-9
2021-12-11 9:54:09,1.86e-9,1.29e-9
2021-12-11 9:55:09,1.84e-9,1.29e-9
2021-12-11 9:56:10,1.84e-9,1.3e-9
2021-12-11 9:57:10,1.84e-9,1.31e-9
2021-12-11 9:58:11,1.85e-9,1.28e-9
2021-12-11 9:59:12,1.84e-9,1.28e-9
2021-12-11 10:00:12,1.86e-9,1.3e-9
2021-12-11 10:01:13,1.84e-9,1.29e-9
2021-12-11 10:02:13,1.84e-9,1.28e-9
2021-12-11 10:03:14,1.83e-9,1.28e-9
2021-12-11 10:04:14,1.84e-9,1.28e-9
2021-12-11 10:05:15,1.86e-9,1.28e-9
2021-12-11 10:06:16,1.84e-9,1.29e-9
2021-12-11 10:07:16,1.85e-9,1.29e-9
2021-12-11 10:08:17,1.85e-9,1.28e-9
2021-12-11 10:09:18,1.86e-9,1.29e-9
2021-12-11 10:10:18,1.85e-9,1.28e-9
2021-12-11 10:11:19,1.85e-9,1.29e-9
2021-12-11 10:12:19,1.85e-9,1.29e-9
2021-12-11 10:13:20,1.84e-9,1.3e-9
2021-12-11 10:14:21,1.83e-9,1.28e-9
2021-12-11 10:15:21,1.87e-9,1.27e-9
2021-12-11 10:16:22,1.84e-9,1.27e-9
2021-12-11 10:17:22,1.84e-9,1.27e-9
2021-12-11 10:18:23,1.83e-9,1.28e-9
2021-12-11 10:19:24,1.82e-9,1.28e-9
2021-12-11 10:20:24,1.84e-9,1.28e-9
2021-12-11 10:21:25,1.85e-9,1.3e-9
2021-12-11 10:22:25,1.83e-9,1.27e-9
2021-12-11 10:25:27,1.83e-9,1.27e-9
2021-12-11 10:26:28,1.83e-9,1.28e-9
2021-12-11 10:27:28,1.83e-9,1.29e-9
2021-12-11 10:28:29,1.84e-9,1.28e-9
2021-12-11 10:29:30,1.84e-9,1.27e-9
2021-12-11 10:30:30,1.83e-9,1.28e-9
2021-12-11 10:31:31,1.82e-9,1.26e-9
2021-12-11 10:32:31,1.83e-9,1.28e-9
2021-12-11 10:33:32,1.83e-9,1.28e-9
2021-12-11 10:34:33,1.82e-9,1.28e-9
2021-12-11 10:35:33,1.83e-9,1.26e-9
2021-12-11 10:36:34,1.83e-9,1.28e-9
2021-12-11 10:37:35,1.83e-9,1.27e-9
2021-12-11 10:38:35,1.8e-9,1.27e-9
2021-12-11 10:39:36,1.81e-9,1.28e-9
2021-12-11 10:40:36,1.82e-9,1.27e-9
2021-12-11 10:41:37,1.82e-9,1.27e-9
2021-12-11 10:42:38,1.8e-9,1.26e-9
2021-12-11 10:43:38,1.82e-9,1.27e-9
2021-12-11 10:44:39,1.82e-9,1.27e-9
2021-12-11 10:45:39,1.81e-9,1.27e-9
2021-12-11 10:46:40,1.82e-9,1.27e-9
2021-12-11 10:47:41,1.81e-9,1.26e-9
2021-12-11 10:48:41,1.81e-9,1.27e-9
2021-12-11 10:49:42,1.82e-9,1.27e-9
2021-12-11 10:50:42,1.81e-9,1.27e-9
2021-12-11 10:51:43,1.81e-9,1.26e-9
2021-12-11 10:52:44,1.8e-9,1.26e-9
2021-12-11 10:53:44,1.82e-9,1.27e-9
2021-12-11 10:54:45,1.83e-9,1.27e-9
2021-12-11 10:55:46,1.8e-9,1.27e-9
2021-12-11 10:56:46,1.79e-9,1.27e-9
2021-12-11 10:57:47,1.8e-9,1.26e-9
2021-12-11 10:58:47,1.8e-9,1.27e-9
2021-12-11 10:59:48,1.81e-9,1.26e-9
2021-12-11 11:00:49,1.81e-9,1.27e-9
2021-12-11 11:01:49,1.82e-9,1.27e-9
2021-12-11 11:02:50,1.8e-9,1.27e-9
2021-12-11 11:03:51,1.8e-9,1.27e-9
2021-12-11 11:04:51,1.79e-9,1.26e-9
2021-12-11 11:05:52,1.8e-9,1.27e-9
2021-12-11 11:06:52,1.8e-9,1.26e-9
2021-12-11 11:07:53,1.8e-9,1.27e-9
2021-12-11 11:08:54,1.79e-9,1.27e-9
2021-12-11 11:09:54,1.79e-9,1.25e-9
2021-12-11 11:10:55,1.8e-9,1.26e-9
2021-12-11 11:11:56,1.79e-9,1.25e-9
2021-12-11 11:12:56,1.81e-9,1.26e-9
2021-12-11 11:13:57,1.8e-9,1.25e-9
2021-12-11 11:14:57,1.8e-9,1.26e-9
2021-12-11 11:15:58,1.79e-9,1.26e-9
2021-12-11 11:16:59,1.8e-9,1.24e-9
2021-12-11 11:17:59,1.79e-9,1.24e-9
2021-12-11 11:19:00,1.78e-9,1.26e-9
2021-12-11 11:20:00,1.78e-9,1.25e-9
2021-12-11 11:21:01,1.77e-9,1.26e-9
2021-12-11 11:22:02,1.8e-9,1.25e-9
2021-12-11 11:23:02,1.8e-9,1.24e-9
2021-12-11 11:24:03,1.8e-9,1.24e-9
2021-12-11 11:25:03,1.79e-9,1.26e-9
2021-12-11 11:26:04,1.78e-9,1.25e-9
2021-12-11 11:27:05,1.79e-9,1.24e-9
2021-12-11 11:28:05,1.78e-9,1.26e-9
2021-12-11 11:29:06,1.78e-9,1.25e-9
2021-12-11 11:30:06,1.78e-9,1.25e-9
2021-12-11 11:31:07,1.77e-9,1.24e-9
2021-12-11 11:32:08,1.78e-9,1.24e-9
2021-12-11 11:33:08,1.78e-9,1.25e-9
2021-12-11 11:34:09,1.76e-9,1.26e-9
2021-12-11 11:35:10,1.77e-9,1.24e-9
2021-12-11 11:36:10,1.78e-9,1.25e-9
2021-12-11 11:37:11,1.78e-9,1.24e-9
2021-12-11 11:38:11,1.78e-9,1.26e-9
2021-12-11 11:39:12,1.77e-9,1.24e-9
2021-12-11 11:40:13,1.79e-9,1.23e-9
2021-12-11 11:41:13,1.77e-9,1.25e-9
2021-12-11 11:42:14,1.77e-9,1.25e-9
2021-12-11 11:43:15,1.76e-9,1.25e-9
2021-12-11 11:44:15,1.77e-9,1.24e-9
2021-12-11 11:45:16,1.77e-9,1.24e-9
2021-12-11 11:46:17,1.77e-9,1.24e-9
2021-12-11 11:47:17,1.76e-9,1.24e-9
2021-12-11 11:48:18,1.76e-9,1.24e-9
2021-12-11 11:49:18,1.75e-9,1.25e-9
2021-12-11 11:50:19,1.76e-9,1.25e-9
2021-12-11 11:51:20,1.75e-9,1.25e-9
2021-12-11 11:52:20,1.76e-9,1.24e-9
2021-12-11 11:53:21,1.76e-9,1.23e-9
2021-12-11 11:54:22,1.75e-9,1.23e-9
2021-12-11 11:55:22,1.75e-9,1.24e-9
2021-12-11 11:56:23,1.75e-9,1.24e-9
2021-12-11 11:57:23,1.76e-9,1.23e-9
2021-12-11 11:58:24,1.74e-9,1.23e-9
2021-12-11 11:59:25,1.75e-9,1.24e-9
2021-12-11 12:00:25,1.76e-9,1.23e-9
2021-12-11 12:01:26,1.75e-9,1.23e-9
2021-12-11 12:02:27,1.75e-9,1.23e-9
2021-12-11 12:03:27,1.73e-9,1.22e-9
2021-12-11 12:04:28,1.74e-9,1.22e-9
2021-12-11 12:05:28,1.74e-9,1.22e-9
2021-12-11 12:06:29,1.73e-9,1.22e-9
2021-12-11 12:07:30,1.75e-9,1.23e-9
2021-12-11 12:08:30,1.75e-9,1.22e-9
2021-12-11 12:09:31,1.9e-9,1.34e-9
2021-12-11 12:10:32,1.83e-9,1.27e-9
2021-12-11 12:11:32,1.77e-9,1.24e-9
2021-12-11 12:12:33,1.75e-9,1.25e-9
2021-12-11 12:13:34,1.81e-9,1.27e-9
2021-12-11 12:14:34,1.83e-9,1.27e-9
2021-12-11 12:15:35,1.93e-9,1.35e-9
2021-12-11 12:16:35,2.11e-9,1.5e-9
2021-12-11 12:17:36,2.29e-9,1.6e-9
2021-12-11 12:18:36,3.13e-9,2.15e-9
2021-12-11 12:19:37,6.68e-9,4.29e-9
2021-12-11 12:20:38,9.32e-9,5.79e-9
2021-12-11 12:21:38,6.88e-9,4.45e-9
2021-12-11 12:22:39,6.07e-9,4.27e-9
2021-12-11 12:23:40,1.08e-8,8.25e-9
2021-12-11 12:24:40,2.63e-8,2.02e-8
2021-12-11 12:25:41,5.46e-8,4.5e-8
2021-12-11 12:26:41,8.62e-8,7.17e-8
2021-12-11 12:27:42,1.34e-7,1.09e-7
2021-12-11 12:28:43,1.82e-7,1.49e-7
2021-12-11 12:29:43,2.17e-7,1.82e-7
2021-12-11 12:30:44,2.59e-7,2.28e-7
2021-12-11 12:31:45,2.98e-7,2.64e-7
2021-12-11 12:32:45,3.32e-7,2.96e-7
2021-12-11 12:33:46,3.74e-7,3.21e-7
2021-12-11 12:34:46,4.04e-7,3.42e-7
2021-12-11 12:35:47,4.24e-7,3.6e-7
2021-12-11 12:36:48,4.39e-7,3.73e-7
2021-12-11 12:37:48,4.51e-7,3.81e-7
2021-12-11 12:38:49,4.6e-7,3.89e-7
2021-12-11 12:39:49,4.67e-7,3.96e-7
2021-12-11 12:40:50,4.73e-7,4.01e-7
2021-12-11 12:41:50,4.79e-7,4.05e-7
2021-12-11 12:42:51,4.83e-7,4.08e-7
2021-12-11 12:43:52,4.86e-7,4.11e-7
2021-12-11 12:44:52,4.87e-7,4.12e-7
2021-12-11 12:45:53,4.89e-7,4.14e-7
2021-12-11 12:46:54,4.91e-7,4.15e-7
2021-12-11 12:47:54,4.94e-7,4.16e-7
2021-12-11 12:48:55,4.94e-7,4.18e-7
2021-12-11 12:49:55,4.95e-7,4.19e-7
2021-12-11 12:50:56,4.96e-7,4.2e-7
2021-12-11 12:51:57,3.43e-7,2.92e-7
2021-12-11 12:52:57,1.54e-7,1.23e-7
2021-12-11 12:53:58,7.31e-8,5.67e-8
2021-12-11 12:54:58,4.4e-8,3.39e-8
2021-12-11 12:55:59,2.42e-8,1.82e-8
2021-12-11 12:57:00,1.5e-8,1.17e-8
2021-12-11 12:58:00,1.1e-8,8.42e-9
2021-12-11 12:59:01,8.65e-9,6.48e-9
2021-12-11 13:00:02,7.26e-9,5.32e-9
2021-12-11 13:01:02,6.27e-9,4.63e-9
2021-12-11 13:02:03,5.54e-9,4.1e-9
2021-12-11 13:03:04,5.08e-9,3.71e-9
2021-12-11 13:04:04,4.72e-9,3.41e-9
2021-12-11 13:05:05,4.39e-9,3.17e-9
2021-12-11 13:06:05,4.14e-9,2.98e-9
2021-12-11 13:07:06,3.96e-9,2.84e-9
2021-12-11 13:08:07,3.8e-9,2.71e-9
2021-12-11 13:09:07,3.64e-9,2.59e-9
2021-12-11 13:10:08,3.51e-9,2.52e-9
2021-12-11 13:11:09,3.4e-9,2.43e-9
2021-12-11 13:12:09,3.31e-9,2.38e-9
2021-12-11 13:13:10,3.24e-9,2.33e-9
2021-12-11 13:14:11,3.19e-9,2.28e-9
2021-12-11 13:15:11,3.1e-9,2.23e-9
2021-12-11 13:16:12,3.06e-9,2.2e-9
2021-12-11 13:17:12,3.01e-9,2.15e-9
2021-12-11 13:18:13,2.96e-9,2.14e-9
2021-12-11 13:19:14,2.91e-9,2.1e-9
2021-12-11 13:20:14,2.89e-9,2.09e-9
2021-12-11 13:21:15,2.88e-9,2.07e-9
2021-12-11 13:22:16,2.83e-9,2.02e-9
2021-12-11 13:23:16,2.81e-9,2.03e-9
2021-12-11 13:24:17,2.78e-9,2.0e-9
2021-12-11 13:25:17,2.76e-9,1.98e-9
2021-12-11 13:26:18,2.72e-9,1.98e-9
2021-12-11 13:27:19,2.73e-9,1.96e-9
2021-12-11 13:28:19,2.72e-9,1.95e-9
2021-12-11 13:29:20,2.7e-9,1.94e-9
2021-12-11 13:30:20,2.68e-9,1.92e-9
2021-12-11 13:31:21,2.65e-9,1.93e-9
2021-12-11 13:32:22,2.65e-9,1.9e-9
2021-12-11 13:33:22,2.63e-9,1.88e-9
2021-12-11 13:34:23,2.62e-9,1.9e-9
2021-12-11 13:35:23,2.63e-9,1.86e-9
2021-12-11 13:36:24,2.61e-9,1.86e-9
2021-12-11 13:37:25,2.59e-9,1.85e-9
2021-12-11 13:38:25,2.59e-9,1.84e-9
2021-12-11 13:39:26,2.58e-9,1.84e-9
2021-12-11 13:40:26,2.57e-9,1.82e-9
2021-12-11 13:41:27,2.57e-9,1.82e-9
2021-12-11 13:42:28,2.58e-9,1.83e-9
2021-12-11 13:43:29,2.58e-9,1.82e-9
2021-12-11 13:44:29,2.55e-9,1.82e-9
2021-12-11 13:45:30,2.54e-9,1.82e-9
2021-12-11 13:46:30,2.55e-9,1.82e-9
2021-12-11 13:47:31,2.54e-9,1.81e-9
2021-12-11 13:48:32,2.54e-9,1.8e-9
2021-12-11 13:49:32,2.52e-9,1.8e-9
2021-12-11 13:50:33,2.52e-9,1.79e-9
2021-12-11 13:51:34,2.5e-9,1.78e-9
2021-12-11 13:52:34,2.53e-9,1.78e-9
2021-12-11 13:53:35,2.52e-9,1.79e-9
2021-12-11 13:54:36,2.53e-9,1.78e-9
2021-12-11 13:55:36,2.52e-9,1.77e-9
2021-12-11 13:56:37,2.52e-9,1.77e-9
2021-12-11 13:57:38,2.51e-9,1.78e-9
2021-12-11 13:58:38,2.51e-9,1.78e-9
2021-12-11 13:59:39,2.52e-9,1.78e-9
2021-12-11 14:00:39,2.52e-9,1.76e-9
2021-12-11 14:01:40,2.53e-9,1.78e-9
2021-12-11 14:02:41,2.52e-9,1.77e-9
2021-12-11 14:03:41,2.52e-9,1.76e-9
2021-12-11 14:04:42,2.52e-9,1.78e-9
2021-12-11 14:05:43,2.51e-9,1.77e-9
2021-12-11 14:06:43,2.54e-9,1.78e-9
2021-12-11 14:07:44,2.55e-9,1.77e-9
2021-12-11 14:08:45,2.55e-9,1.77e-9
2021-12-11 14:09:45,2.55e-9,1.78e-9
2021-12-11 14:10:46,2.55e-9,1.78e-9
2021-12-11 14:11:46,2.56e-9,1.77e-9
2021-12-11 14:12:47,2.58e-9,1.78e-9
2021-12-11 14:13:48,2.58e-9,1.8e-9
2021-12-11 14:14:48,2.61e-9,1.81e-9
2021-12-11 14:15:49,2.62e-9,1.82e-9
2021-12-11 14:16:50,2.61e-9,1.82e-9
2021-12-11 14:17:50,2.63e-9,1.81e-9
2021-12-11 14:18:51,2.65e-9,1.84e-9
2021-12-11 14:19:52,2.66e-9,1.81e-9
2021-12-11 14:20:52,2.68e-9,1.83e-9
2021-12-11 14:21:53,2.67e-9,1.84e-9
2021-12-11 14:22:54,2.67e-9,1.83e-9
2021-12-11 14:23:54,2.65e-9,1.83e-9
2021-12-11 14:24:55,2.69e-9,1.85e-9
2021-12-11 14:25:55,2.7e-9,1.87e-9
